Date,Open,High,Low,Close,Volume
2025-07-22 19:33:08.798259,2028.0917207716914,2030.1198124924629,1994.911992208575,2020.1767202957171,11794156
2025-07-23 19:33:08.798259,1972.4364331737368,2027.9741593718134,1959.6335554955115,1992.108728698741,44948893
2025-07-24 19:33:08.798259,1986.8376472072343,1998.861090798027,1951.2160818708064,1982.2183697150665,33812670
2025-07-25 19:33:08.798259,1983.6820031712607,2034.377160497923,1980.0881519210166,1997.4747245425403,26317586
2025-07-26 19:33:08.798259,1966.1290163363951,2018.3417006442994,1964.1628873200586,1982.926492095068,21847153
2025-07-27 19:33:08.798259,1955.0398853435565,1990.5281434750377,1941.3954465049135,1962.0624031352258,12010556
2025-07-28 19:33:08.798259,1979.4673863465619,1998.8787111983786,1948.9021934032528,1969.4801214696115,27242603
2025-07-29 19:33:08.798259,1986.6737132801989,2006.4860743655113,1973.8517820632462,1987.0476509672562,6427665
2025-07-30 19:33:08.798259,1978.5748049111837,2000.4429761395263,1949.38259523146,1970.0311588400186,47406577
2025-07-31 19:33:08.798259,1950.3226656599809,1975.2651228566763,1898.958515384845,1937.6458087957546,30115371
2025-08-01 19:33:08.798259,1929.7408329876835,1940.0226992658165,1914.414658557753,1923.4601563973085,2685312
2025-08-02 19:33:08.798259,1980.1300980634196,2002.1315252927063,1949.210884275846,1977.7463297502927,39683599
2025-08-03 19:33:08.798259,1944.4982188482452,1960.4904210357874,1917.3555992623285,1943.8761669205237,1568477
2025-08-04 19:33:08.798259,1985.8478570367492,2019.5507727614877,1983.253078498418,1993.7384513039783,17938316
2025-08-05 19:33:08.798259,2038.0730719454293,2061.171349997794,2022.5566100159035,2044.097677673669,14480896
2025-08-06 19:33:08.798259,2131.17565112089,2145.593492776422,2118.097925735895,2122.9934977985467,19818794
2025-08-07 19:33:08.798259,2113.1880189559374,2169.9789047240806,2093.409466205756,2132.6108689598627,46380193
2025-08-08 19:33:08.798259,2194.8542038740807,2247.7428116206324,2173.3809967464954,2214.6531487395996,1742222
2025-08-09 19:33:08.798259,2224.971526878266,2256.089372274891,2222.746555351388,2244.3300168670653,22678766
2025-08-10 19:33:08.798259,2189.4697379906647,2236.9600087048143,2158.7944684285053,2204.4674591689172,18976003
2025-08-11 19:33:08.798259,2194.376832142988,2198.447814749084,2160.0221852564196,2193.1048003370465,21119469
2025-08-12 19:33:08.798259,2180.033214699046,2215.2307696139364,2151.3010773602564,2173.256003199026,33674155
2025-08-13 19:33:08.798259,2225.6368926626533,2248.303815423011,2211.111176845085,2240.6225224318296,45774263
2025-08-14 19:33:08.798259,2234.921074038203,2293.0462091339637,2232.686152964165,2249.3983509061804,3349774
2025-08-15 19:33:08.798259,2260.2185594977627,2293.346414528028,2241.30487315022,2267.823309527591,42060648
2025-08-16 19:33:08.798259,2276.7010806997246,2311.2098564946905,2241.751406342668,2280.0531641155935,16401463
2025-08-17 19:33:08.798259,2284.8228082546684,2292.153406506227,2229.7204532952273,2275.671925235064,17348321
2025-08-18 19:33:08.798259,2287.879787519226,2321.055125963086,2242.315780713684,2281.399521699254,23981126
2025-08-19 19:33:08.798259,2190.7890810807708,2211.746698459945,2176.918573022237,2187.976681399434,41275346
2025-08-20 19:33:08.798259,2219.374493909123,2222.702775460919,2171.1323464266497,2216.697619405733,21429129
2025-08-21 19:33:08.798259,2210.67367213941,2241.589640370921,2158.883426098258,2201.0563407222608,23605859
2025-08-22 19:33:08.798259,2235.774027601946,2253.6905188799346,2233.538253574344,2248.9628998467033,47781759
2025-08-23 19:33:08.798259,2262.447646269299,2272.302681727305,2258.0650414602487,2263.6553274552994,29197927
2025-08-24 19:33:08.798259,2253.5141197479197,2255.7676338676674,2199.8588499088387,2231.9694005022197,13544095
2025-08-25 19:33:08.798259,2276.9650984526565,2335.9576426229546,2274.6881333542037,2299.8951490379595,8715668
2025-08-26 19:33:08.798259,2213.802176506418,2216.0159786829245,2171.401693670533,2201.6832513414997,48759913
2025-08-27 19:33:08.798259,2161.2762953198494,2210.790964057747,2147.2270007446714,2181.3051517396098,30968631
2025-08-28 19:33:08.798259,2205.9570030401533,2208.1629600431934,2178.0177459199563,2184.3543596537584,7502453
2025-08-29 19:33:08.798259,2203.3436255903807,2210.154272442355,2147.0565088696317,2187.8708796432184,26181263
2025-08-30 19:33:08.798259,2196.6769836205135,2220.6204389015147,2190.117389278695,2205.0582746912605,29152764
2025-08-31 19:33:08.798259,2228.337912273297,2230.5662501855704,2212.295772580167,2218.657468036652,29985394
2025-09-01 19:33:08.798259,2163.6613807864546,2200.6239258963024,2155.676181519178,2164.7613205093267,37721695
2025-09-02 19:33:08.798259,2062.2063169149055,2113.5434606713393,2053.2487122681064,2078.0466005872004,18478061
2025-09-03 19:33:08.798259,2030.0786120805024,2066.674199263254,2014.1150819008224,2026.9085644229076,48941984
2025-09-04 19:33:08.798259,2003.4029167648412,2005.4063196816057,1967.4954194631007,1996.0295860286833,14422661
2025-09-05 19:33:08.798259,1995.2240361510828,2036.8049441189028,1991.7039327425532,1997.3510120165715,26174597
2025-09-06 19:33:08.798259,1986.1075163554456,1991.7641576185215,1934.0347243292122,1966.4879099205812,43731573
2025-09-07 19:33:08.798259,1967.51891202474,2002.647178640057,1947.230722112763,1986.8504318224363,11437948
2025-09-08 19:33:08.798259,1989.3374747714938,1991.326812246265,1938.5011685579393,1973.8315854135828,3403375
2025-09-09 19:33:08.798259,1932.8698709213083,1947.6431080299064,1881.9751273626473,1919.2564764421393,47230072
2025-09-10 19:33:08.798259,1954.8218149768304,1989.2771934107016,1916.4979386101693,1956.4386071808472,41580773
2025-09-11 19:33:08.798259,1939.3427199485354,1953.5760676887232,1883.6525762093336,1920.4187030649753,4667507
2025-09-12 19:33:08.798259,1970.0086206681483,1990.8489717400344,1952.3856592906225,1957.6880874415695,33892607
2025-09-13 19:33:08.798259,1945.6366782148964,1954.438356104659,1913.0292412114386,1932.409924036292,33820537
2025-09-14 19:33:08.798259,1976.048905026213,1995.646420689676,1966.7282868614293,1974.6490723472161,35518612
2025-09-15 19:33:08.798259,1923.8453365473986,1945.027881287819,1921.9214912108512,1940.6684954668735,27126507
2025-09-16 19:33:08.798259,1854.1917467469084,1890.571071773388,1844.2743959732886,1855.0358248694063,36694877
2025-09-17 19:33:08.798259,1835.7429871988274,1871.1936774173241,1833.9072442116287,1848.7073833072984,23420824
2025-09-18 19:33:08.798259,1825.042008500587,1837.5783984771992,1776.0451526086695,1813.1343738001788,10058492
2025-09-19 19:33:08.798259,1866.3882339028505,1898.5337863739376,1864.5218456689477,1883.9709713063012,31547120
2025-09-20 19:33:08.798259,1897.358754159004,1909.6157713999216,1892.9878930500959,1899.8611326138357,1545875
2025-09-21 19:33:08.798259,1939.7722359073323,1975.2896576960864,1937.8324636714249,1942.0077572615937,21388992
2025-09-22 19:33:08.798259,1917.2202462280127,1954.9803192828244,1910.7008977560274,1928.377998173368,23879381
2025-09-23 19:33:08.798259,1957.5316406936938,1990.0867155580186,1942.9672431878287,1971.5048885285678,39329963
2025-09-24 19:33:08.798259,1920.5086616450517,1952.9949883465124,1918.5881529834066,1930.910524820822,15370201
2025-09-25 19:33:08.798259,1934.895437027499,1958.2850533595583,1906.2041876137694,1922.018780405989,32280552
2025-09-26 19:33:08.798259,1953.1447311047116,1963.771216243719,1931.37966966673,1953.0242072521232,8248849
2025-09-27 19:33:08.798259,1977.9621270634273,2014.8682445335112,1939.0713539288254,1979.8125564550494,24436063
2025-09-28 19:33:08.798259,2050.4428997075397,2052.493342607247,2040.357917345062,2043.5122946028162,38715373
2025-09-29 19:33:08.798259,1999.588253173671,2035.7633057004275,1984.1968201552359,1995.3204776034427,1774341
