Date,Open,High,Low,Close,Volume
2025-07-22 19:02:55.237723,2053.2037941189124,2088.639951929438,2011.9368244734924,2048.3148874049202,21284430
2025-07-23 19:02:55.237723,2027.7072391610898,2029.7349464002507,2010.5528371509408,2026.0312738879027,47956340
2025-07-24 19:02:55.237723,1958.28365850203,2014.3858735381552,1953.6960517122884,1975.2749825891951,29739541
2025-07-25 19:02:55.237723,2013.3157003139115,2064.0563773759145,2011.3023846135975,2026.3932761326573,22935784
2025-07-26 19:02:55.237723,2086.4594660085218,2091.2802517046207,2068.3935885266355,2079.8275873120156,25258207
2025-07-27 19:02:55.237723,2027.1137397116006,2064.6074859267715,2021.6344794529696,2025.1455335246758,19882792
2025-07-28 19:02:55.237723,2037.504478158265,2039.5419826364232,1993.2701134813979,2021.6344094520298,6760924
2025-07-29 19:02:55.237723,2065.391120663529,2124.8610660991785,2049.6995752935077,2082.68718707416,1679638
2025-07-30 19:02:55.237723,2048.04548430886,2050.0935297931687,2003.0808533809598,2034.3581247852844,8941744
2025-07-31 19:02:55.237723,1962.7608444115479,1977.8115665396497,1936.5531150668917,1974.5699487202085,32827816
2025-08-01 19:02:55.237723,2004.6038778327343,2039.1738221597273,1963.4762270437816,2001.9449711258885,41105227
2025-08-02 19:02:55.237723,1948.3191235325294,1977.1957794274108,1932.2843982128259,1952.2641942206621,12263134
2025-08-03 19:02:55.237723,1871.5767559610647,1889.390393832197,1867.7892895902526,1873.2189204128074,21769221
2025-08-04 19:02:55.237723,1867.3607103489135,1883.8520826423367,1839.5495894732346,1849.1270070257247,35027610
2025-08-05 19:02:55.237723,1840.3235538450233,1884.4547705543525,1838.4832302911782,1852.9022545802043,3947131
2025-08-06 19:02:55.237723,1789.9009097639887,1830.780668766945,1778.3355957631363,1794.3081535623312,27334753
2025-08-07 19:02:55.237723,1796.5872412113708,1825.101317295267,1789.676950680794,1801.7467069748461,11829071
2025-08-08 19:02:55.237723,1813.298750562702,1815.1120493132646,1783.7790001089752,1798.097268400149,48942462
2025-08-09 19:02:55.237723,1851.8466029166793,1853.698449519596,1801.710408798976,1836.8752513512327,4077488
2025-08-10 19:02:55.237723,1819.4196724571295,1824.2314836530238,1783.7599718112413,1802.0200382867918,31457868
2025-08-11 19:02:55.237723,1806.9641236186587,1844.853724508096,1797.8858996149208,1819.3413026037556,28496017
2025-08-12 19:02:55.237723,1829.7437632483468,1877.2992299185835,1827.9140194850984,1842.3066037304984,9487520
2025-08-13 19:02:55.237723,1836.9395752765517,1884.1850318236006,1835.1026357012752,1847.415563068906,15695017
2025-08-14 19:02:55.237723,1864.437262108125,1888.0851271340398,1838.9284968105542,1868.7924967023594,9856696
2025-08-15 19:02:55.237723,1840.2180861222007,1861.6101385220106,1822.381506175019,1845.5350002580935,12632494
2025-08-16 19:02:55.237723,1809.6218450625292,1854.1492178592716,1785.68240823942,1819.9929973281917,45088849
2025-08-17 19:02:55.237723,1800.5799280941335,1833.9895726228801,1775.6958770980737,1809.1685067833364,45021102
2025-08-18 19:02:55.237723,1833.206954441641,1837.6051480666417,1781.6761940341667,1817.3507933826181,48671781
2025-08-19 19:02:55.237723,1821.063132482033,1845.4592411655199,1804.0884697003014,1825.793463601943,29234842
2025-08-20 19:02:55.237723,1880.8889097397575,1916.3795365408243,1861.3166541487394,1880.1655272387204,46325019
2025-08-21 19:02:55.237723,1885.7416343237703,1887.6273759580938,1867.1603633893972,1870.8045355377567,23808322
2025-08-22 19:02:55.237723,1855.6909456382034,1882.6985325982648,1818.483441008138,1853.978542491715,6470616
